"","year","jdate","col_area","SD","AD","FID","dist_burrow","sex","age","ageclass","valley_location","trial_number","ID_Code"
"316",2013,184,"mm_aspen",62,34,33,3,"F",7,"Adult","up_valley",2,2410
"317",2010,162,"mm",48,48,47,20,"F",4,"Adult","up_valley",1,2410
"318",2014,184,"mm_maintalus",75,75,69,1,"F",8,"Adult","up_valley",3,2410
"319",2015,176,"mm_maintalus",75,75,27,3.6,"F",9,"Adult","up_valley",2,2410
"320",2014,203,"mm_maintalus",112,85.5,71,0.8,"F",8,"Adult","up_valley",5,2410
"321",2013,186,"mm",142,65.3,53.5,0,"F",7,"Adult","up_valley",3,2410
"322",2011,213,"mm",70,67,66,2,"F",5,"Adult","up_valley",4,2410
"323",2011,194,"mm_maintalus",70,52,43,6,"F",5,"Adult","up_valley",1,2410
"324",2013,178,"mm",146.5,89.5,60,0,"F",7,"Adult","up_valley",1,2410
"325",2012,155,"mm",71,70,33,2.5,"F",6,"Adult","up_valley",2,2410
"326",2012,166,"mm",93,49,29.5,1,"F",6,"Adult","up_valley",3,2410
"327",2011,222,"mm_maintalus",66,55,54,4,"F",5,"Adult","up_valley",5,2410
"328",2014,178,"mm_maintalus",71,71,66,5,"F",8,"Adult","up_valley",2,2410
"329",2012,141,"mm",72,72,69,2.5,"F",6,"Adult","up_valley",1,2410
"330",2010,190,"mm",50,47,46,1,"F",4,"Adult","up_valley",3,2410
"331",2010,162,"mm",56,45,45,1,"F",4,"Adult","up_valley",2,2410
"332",2012,168,"mm",59,NA,54,4,"F",6,"Adult","up_valley",4,2410
"333",2014,177,"mm_maintalus",71,62,62,5,"F",8,"Adult","up_valley",1,2410
"334",2009,154,"gothictown",35,25,11,1.5,"M",1,"Yearling","down_valley",1,2773
"335",2009,170,"gothictown",15,11,8,2,"M",1,"Yearling","down_valley",2,2773
"336",2009,163,"horsemound",95,95,28,7,"M",1,"Yearling","down_valley",1,2815
"337",2009,154,"horsemound",102,102,87,12,"M",1,"Yearling","down_valley",1,2816
"338",2011,174,"picnic_lower",43,29,19,4,"F",3,"Adult","up_valley",2,2825
"339",2011,178,"picnic_lower",32,28,13,2.5,"F",3,"Adult","up_valley",3,2825
"340",2011,188,"picnic_lower",43,NA,22,1,"F",3,"Adult","up_valley",4,2825
"341",2011,192,"picnic_lower",35,35,29,5,"F",3,"Adult","up_valley",6,2825
"342",2014,164,"picnic_lower",76,76,55,2,"F",6,"Adult","up_valley",1,2825
"343",2012,165,"picnic",46,46,44,6,"F",4,"Adult","up_valley",2,2825
"344",2011,191,"picnic_lower",35,35,28,2,"F",3,"Adult","up_valley",5,2825
"345",2011,158,"picnic_lower",43,NA,22,1,"F",3,"Adult","up_valley",1,2825
"346",2011,194,"picnic_lower",34,27,13,2,"F",3,"Adult","up_valley",7,2825
"347",2012,142,"picnic",38,38,17,1,"F",4,"Adult","up_valley",1,2825
"348",2013,176,"picnic_lower",62,58,46,1,"F",5,"Adult","up_valley",1,2825
"349",2011,202,"picnic_lower",34,19,15,1.5,"F",3,"Adult","up_valley",8,2825
"350",2013,193,"picnic",100,68,44.5,0,"F",5,"Adult","up_valley",2,2825
"351",2011,203,"picnic_lower",35,33,32,1,"F",3,"Adult","up_valley",9,2825
"352",2010,194,"picnic",23,17,17,1,"F",2,"Adult","up_valley",1,2825
"353",2012,152,"mm",104,102,58,1,"M",5,"Adult","up_valley",3,2638
"354",2012,165,"mm",84,76.5,22,20,"M",5,"Adult","up_valley",4,2638
"355",2012,185,"mm",55,55,35,3,"M",5,"Adult","up_valley",5,2638
"356",2011,194,"mm_aspen",71,66,66,27,"M",4,"Adult","up_valley",2,2638
"357",2011,196,"mm",58,50,34,0.5,"M",4,"Adult","up_valley",3,2638
"358",2012,150,"mm",71,57,53,4.5,"M",5,"Adult","up_valley",2,2638
"359",2011,209,"mm",70,56,27,0.5,"M",4,"Adult","up_valley",5,2638
"360",2011,201,"mm",109,36,20,0.5,"M",4,"Adult","up_valley",4,2638
"361",2011,175,"mm_aspen",83,80,80,38,"M",4,"Adult","up_valley",1,2638
"362",2012,141,"mm",71,71,44,9.5,"M",5,"Adult","up_valley",1,2638
"363",2009,166,"gothictown",26,22,13,0.2,"F",1,"Yearling","down_valley",2,2731
"364",2009,182,"gothictown",18,15,3,0.3,"F",1,"Yearling","down_valley",3,2731
"365",2009,155,"gothictown",28,23,18,7,"F",1,"Yearling","down_valley",1,2731
"366",2011,191,"boulder",31,31,13,2,"M",3,"Adult","up_valley",1,2713
"367",2010,159,"picnic_lower",61,49,47.5,4.5,"M",2,"Adult","up_valley",1,2713
"368",2009,157,"gothictown",29,7,6.5,1.5,"M",1,"Yearling","down_valley",1,2735
"369",2009,180,"gothictown",15,13,6,0.8,"M",1,"Yearling","down_valley",3,2735
"370",2009,166,"gothictown",31,22,18,0.2,"M",1,"Yearling","down_valley",2,2735
"371",2010,137,"gothictown",34,32,16,13,"M",2,"Adult","down_valley",1,2735
"372",2010,167,"gothictown",31,29,22,5,"M",2,"Adult","down_valley",4,2735
"373",2010,167,"gothictown",35,33,23,5,"M",2,"Adult","down_valley",3,2735
"374",2010,142,"gothictown",60,60,16.8,1,"M",2,"Adult","down_valley",2,2735
"375",2010,188,"gothictown",36,18,17,4,"M",1,"Yearling","down_valley",1,2884
"376",2010,169,"bench",48,47,45,1,"M",1,"Yearling","down_valley",1,2943
"377",2010,194,"picnic",30,17,17,0.5,"F",2,"Adult","up_valley",1,2711
"378",2009,154,"horsemound",106,48,36,7,"M",1,"Yearling","down_valley",1,2819
"379",2010,150,"river_sprucemound",47,42,42,0.25,"F",2,"Adult","down_valley",1,2727
"380",2009,155,"horsemound",98,98,46,12,"F",1,"Yearling","down_valley",1,2820
"381",2009,154,"gothictown",85,85,73,15,"M",1,"Yearling","down_valley",1,2771
"382",2010,163,"bench",46,38,6,1,"M",1,"Yearling","down_valley",3,2923
"383",2010,158,"bench",43,9,6,0.5,"M",1,"Yearling","down_valley",1,2923
"384",2010,172,"bench",18,13,9,2,"M",1,"Yearling","down_valley",6,2923
"385",2010,169,"bench",51,43,41,20,"M",1,"Yearling","down_valley",4,2923
"386",2010,161,"bench",40,35,35,5,"M",1,"Yearling","down_valley",2,2923
"387",2010,171,"bench",51,36,10,10,"M",1,"Yearling","down_valley",5,2923
"388",2010,183,"bench",30,26,20,1,"M",1,"Yearling","down_valley",7,2923
"389",2011,192,"gothictown",23,23,7,2,"F",2,"Adult","down_valley",1,2891
"390",2010,195,"gothictown",73,54,32,0.5,"F",1,"Yearling","down_valley",1,2891
"391",2010,150,"river_sprucemound",56,55,55,1,"M",2,"Adult","down_valley",1,2730
"392",2010,190,"gothictown",30,18,13,2.5,"F",1,"Yearling","down_valley",1,2885
"393",2013,164,"river_rivermound",90,63,60,15,"F",1,"Yearling","down_valley",1,3173
"394",2010,182,"mm",57,44,39,10,"F",2,"Adult","up_valley",2,2717
"395",2010,162,"mm",55,30,16,5,"F",2,"Adult","up_valley",1,2717
"396",2011,209,"river_rivermound",55,54,34,3,"M",2,"Adult","down_valley",3,2852
"397",2012,183,"bench",90,90,88,7,"M",3,"Adult","down_valley",1,2852
"398",2011,202,"river_rivermound",54,53,36,1,"M",2,"Adult","down_valley",1,2852
"399",2011,203,"river_rivermound",60,50,49,3,"M",2,"Adult","down_valley",2,2852
"400",2013,162,"river_rivermound",52,44,12,0,"M",4,"Adult","down_valley",1,2852
"401",2013,165,"river_rivermound",91.8,53.3,31.9,3,"M",4,"Adult","down_valley",3,2852
"402",2013,164,"river_rivermound",60,50,17,NA,"M",4,"Adult","down_valley",2,2852
"403",2018,173,"picnic_lower",32,28,17,NA,"F",6,"Adult","up_valley",1,3161
"404",2020,230,"picnic_lower",91,73,66,1,"F",8,"Adult","up_valley",2,3161
"405",2017,184,"picnic_lower",13.8,10.3,10.3,4,"F",5,"Adult","up_valley",1,3161
"406",2017,197,"picnic_lower",65,46,43,3,"F",5,"Adult","up_valley",2,3161
"407",2019,228,"picnic_lower",46.5,26.15,18.4,1,"F",7,"Adult","up_valley",3,3161
"408",2019,191,"picnic_lower",94.5,75.9,75.9,3,"F",7,"Adult","up_valley",1,3161
"409",2015,183,"picnic_lower",57,44,31,2,"F",3,"Adult","up_valley",1,3161
"410",2019,219,"picnic_lower",36.2,27.8,19.8,2,"F",7,"Adult","up_valley",2,3161
"411",2020,215,"picnic_lower",115,55,55,12,"F",8,"Adult","up_valley",1,3161
"412",2010,143,"gothictown",34,27,27,0.5,"F",1,"Yearling","down_valley",1,2893
"413",2010,185,"bench",83,47,28,5,"M",1,"Yearling","down_valley",3,2865
"414",2010,182,"bench",51,25,20,5,"M",1,"Yearling","down_valley",1,2865
"415",2010,184,"bench",50,35,28,10,"M",1,"Yearling","down_valley",2,2865
"416",2010,188,"gothictown",48,23,5,2,"F",1,"Yearling","down_valley",1,2985
"417",2010,170,"bench",50,46,46,10,"F",1,"Yearling","down_valley",4,2866
"418",2010,165,"bench",45,45,42,10,"F",1,"Yearling","down_valley",2,2866
"419",2010,169,"bench",48,48,40,10,"F",1,"Yearling","down_valley",3,2866
"420",2010,149,"bench",78,50,48,1,"F",1,"Yearling","down_valley",1,2866
"421",2018,173,"gothictown",10,9,3.7,10,"M",1,"Yearling","down_valley",4,3647
"422",2019,207,"gothictown",29,20,7.1,2,"M",2,"Adult","down_valley",3,3647
"423",2018,172,"gothictown",31.2,10.5,2.7,0,"M",1,"Yearling","down_valley",3,3647
"424",2020,234,"gothictown",21,NA,6,0.7,"M",3,"Adult","down_valley",2,3647
"425",2019,177,"gothictown",27.2,10.3,3.35,20,"M",2,"Adult","down_valley",1,3647
"426",2018,167,"gothictown",12,9,5,1,"M",1,"Yearling","down_valley",2,3647
"427",2020,205,"gothictown",25,2.5,2.5,NA,"M",3,"Adult","down_valley",1,3647
"428",2019,209,"gothictown",16,13,6.1,1,"M",2,"Adult","down_valley",4,3647
"429",2018,164,"gothictown",8,47,4,1,"M",1,"Yearling","down_valley",1,3647
"430",2019,180,"gothictown",21.6,5.1,15,2,"M",2,"Adult","down_valley",2,3647
"431",2011,188,"horsemound",34,34,32,3,"M",3,"Adult","down_valley",1,2785
"432",2011,194,"horsemound",37,35,35,1,"M",3,"Adult","down_valley",2,2785
"433",2011,201,"horsemound",25,24,19,1,"M",3,"Adult","down_valley",3,2785
"434",2009,155,"bench",25,19,17,1.5,"M",1,"Yearling","down_valley",1,2813
"435",2010,201,"river",41,34,27,0.5,"M",1,"Yearling","down_valley",1,2937
"436",2011,172,"river_rivermound",71,56,23,2,"M",2,"Adult","down_valley",1,2937
"437",2010,170,"gothictown",27,14,8,0.5,"M",1,"Yearling","down_valley",1,2874
"438",2014,196,"gothictown",18,16.5,9.5,4.8,"F",3,"Adult","down_valley",1,3145
"439",2015,193,"picnic_upper",98,61,31,2,"F",5,"Adult","up_valley",1,3079
"440",2014,189,"mm_aspen",102,102,71,0.5,"F",4,"Adult","up_valley",4,3070
"441",2017,187,"mm_maintalus",123.6,108.6,103.8,16.8,"F",7,"Adult","up_valley",4,3070
"442",2014,175,"mm_aspen",58,58,32,1.2,"F",4,"Adult","up_valley",1,3070
"443",2012,146,"mm",69,68,68,32,"F",2,"Adult","up_valley",1,3070
"444",2014,184,"mm_aspen",74,74,66,0,"F",4,"Adult","up_valley",3,3070
"445",2011,196,"mm",59,51,45,3,"F",1,"Yearling","up_valley",4,3070
"446",2017,174,"mm_maintalus",118.4,91.4,79.4,1,"F",7,"Adult","up_valley",3,3070
"447",2020,203,"mm_maintalus",108,103,98,NA,"F",10,"Adult","up_valley",1,3070
"448",2011,193,"mm_maintalus",60,60,37,15,"F",1,"Yearling","up_valley",1,3070
"449",2017,193,"mm_maintalus",80,60,50,2,"F",7,"Adult","up_valley",5,3070
"450",2017,204,"mm_maintalus",91.6,70.6,68.7,6,"F",7,"Adult","up_valley",7,3070
"451",2011,209,"mm",72,66,40,0.5,"F",1,"Yearling","up_valley",5,3070
"452",2020,219,"mm_maintalus",207,98,72,2.9,"F",10,"Adult","up_valley",2,3070
"453",2018,200,"mm_maintalus",70,57,57,1,"F",8,"Adult","up_valley",4,3070
"454",2014,178,"mm_aspen",70,70,66,0,"F",4,"Adult","up_valley",2,3070
"455",2017,198,"mm_maintalus",80,75,75,1,"F",7,"Adult","up_valley",6,3070
"456",2011,194,"mm_maintalus",66,66,64,7,"F",1,"Yearling","up_valley",2,3070
"457",2015,154,"mm_aspen",107,69,17,5,"F",5,"Adult","up_valley",1,3070
"458",2017,173,"mm_maintalus",53,49,49,2,"F",7,"Adult","up_valley",2,3070
"459",2019,212,"mm_maintalus",67,61,49,1,"F",9,"Adult","up_valley",2,3070
"460",2017,171,"mm_maintalus",137.4,132,85.2,3,"F",7,"Adult","up_valley",1,3070
"461",2018,171,"mm_maintalus",55,45.5,39,NA,"F",8,"Adult","up_valley",3,3070
"462",2011,195,"mm_maintalus",66,50,45,25,"F",1,"Yearling","up_valley",3,3070
"463",2018,164,"mm_maintalus",42,46,29,NA,"F",8,"Adult","up_valley",2,3070
"464",2018,154,"mm_maintalus",99.6,70.9,56.5,1,"F",8,"Adult","up_valley",1,3070
"465",2019,175,"mm_maintalus",42.1,3.8,17.3,NA,"F",9,"Adult","up_valley",1,3070
"466",2011,196,"mm",43,28,7,0.5,"M",1,"Yearling","up_valley",2,3064
"467",2011,195,"mm_maintalus",49,15,6,1,"M",1,"Yearling","up_valley",1,3064
"468",2011,221,"mm_aspen",67,22,13.5,1,"M",1,"Yearling","up_valley",4,3064
"469",2011,198,"mm",66,29,12,12,"M",1,"Yearling","up_valley",3,3064
"470",2015,175,"river_rivermound",28,28,25,1,"F",5,"Adult","down_valley",1,3043
"471",2014,175,"river_sagemound",109,98,85,35,"F",4,"Adult","down_valley",1,3043
"472",2012,168,"river",60,60,43,10,"F",2,"Adult","down_valley",1,3043
"473",2010,151,"picnic_lower",90,77,77,6,"M",1,"Yearling","up_valley",1,2898
"474",2011,194,"mm_maintalus",71,71,69,5,"M",1,"Yearling","up_valley",1,3071
"475",2011,195,"mm_maintalus",67,55,54,5,"M",1,"Yearling","up_valley",2,3071
"476",2012,179,"boulder",36.5,35.5,34,6,"F",2,"Adult","up_valley",4,3035
"477",2012,172,"boulder",53,37,36,2.5,"F",2,"Adult","up_valley",3,3035
"478",2012,170,"boulder",50,50,34,9,"F",2,"Adult","up_valley",1,3035
"479",2011,193,"boulder",43,41,36,0.5,"F",1,"Yearling","up_valley",1,3035
"480",2012,171,"boulder",53,53,33,10,"F",2,"Adult","up_valley",2,3035
"481",2011,193,"mm_aspen",97,97,51,27,"F",1,"Yearling","up_valley",3,3062
"482",2012,187,"mm",40.5,40.5,7.5,1,"F",2,"Adult","up_valley",6,3062
"483",2012,181,"mm",93.5,78,45.5,12,"F",2,"Adult","up_valley",5,3062
"484",2011,175,"mm_aspen",94,89,81,1.5,"F",1,"Yearling","up_valley",2,3062
"485",2012,166,"mm",114.5,32,32,10,"F",2,"Adult","up_valley",4,3062
"486",2011,200,"mm",79,40,39,22,"F",1,"Yearling","up_valley",6,3062
"487",2011,194,"mm_aspen",35,24,24,1,"F",1,"Yearling","up_valley",4,3062
"488",2012,155,"mm",40,39,27,1,"F",2,"Adult","up_valley",3,3062
"489",2011,199,"mm",73,26,23,11,"F",1,"Yearling","up_valley",5,3062
"490",2011,171,"mm_aspen",99,89,53,1,"F",1,"Yearling","up_valley",1,3062
"491",2011,201,"mm",99,44,13,0.5,"F",1,"Yearling","up_valley",7,3062
"492",2012,143,"mm",69,57,57,10,"F",2,"Adult","up_valley",2,3062
"493",2012,136,"mm",84,61,50,10,"F",2,"Adult","up_valley",1,3062
"494",2013,190,"avalanche",57.5,47,47,2,"F",1,"Yearling","down_valley",2,3234
"495",2013,174,"avalanche",87,80.5,76,0,"F",1,"Yearling","down_valley",1,3234
"496",2013,183,"mm",59,51,48,0,"F",1,"Yearling","up_valley",3,3248
"497",2013,175,"mm_aspen",43,41,36,5,"F",1,"Yearling","up_valley",2,3248
"498",2013,169,"mm",64,62,58,0,"F",1,"Yearling","up_valley",1,3248
"499",2013,186,"mm",45.5,35,27,0,"F",1,"Yearling","up_valley",4,3248
"500",2012,168,"mm",93.5,61,60.5,1,"F",2,"Adult","up_valley",6,3063
"501",2011,210,"mm",97,82,59,5,"F",1,"Yearling","up_valley",5,3063
"502",2011,213,"mm",99,57,54,7,"F",1,"Yearling","up_valley",6,3063
"503",2011,166,"mm_aspen",105,91,56,3,"F",1,"Yearling","up_valley",1,3063
"504",2011,200,"mm",79,36,32,0.5,"F",1,"Yearling","up_valley",3,3063
"505",2011,193,"mm_aspen",62,62,61,17,"F",1,"Yearling","up_valley",2,3063
"506",2012,142,"mm",100,90,23,1,"F",2,"Adult","up_valley",3,3063
"507",2011,221,"mm_aspen",97,97,67,1,"F",1,"Yearling","up_valley",7,3063
"508",2012,137,"mm",106,106,90,1.5,"F",2,"Adult","up_valley",2,3063
"509",2012,136,"mm",105,105,71,1.5,"F",2,"Adult","up_valley",1,3063
"510",2012,165,"mm",133.5,86.5,84.5,12,"F",2,"Adult","up_valley",5,3063
"511",2011,201,"mm",98,57,57,0.5,"F",1,"Yearling","up_valley",4,3063
"512",2012,157,"mm",92,45,35,13,"F",2,"Adult","up_valley",4,3063
"513",2011,166,"mm_aspen",102,80,60,1,"M",1,"Yearling","up_valley",1,3112
"514",2011,175,"mm_aspen",94,62,55,1.5,"M",1,"Yearling","up_valley",2,3112
"515",2011,200,"mm",56,37,16,0.5,"F",1,"Yearling","up_valley",7,3067
"516",2011,179,"mm_aspen",82,79,77,15,"F",1,"Yearling","up_valley",2,3067
"517",2011,195,"mm_aspen",98,98,27,1.5,"F",1,"Yearling","up_valley",3,3067
"518",2012,166,"mm",86.5,40,10,1,"F",2,"Adult","up_valley",5,3067
"519",2012,168,"mm",68,58,35,1,"F",2,"Adult","up_valley",6,3067
"520",2011,221,"mm_aspen",67,50,18,1,"F",1,"Yearling","up_valley",9,3067
"521",2011,171,"mm_aspen",71,45,41,1,"F",1,"Yearling","up_valley",1,3067
"522",2012,136,"mm",99,99,45,0.5,"F",2,"Adult","up_valley",1,3067
"523",2011,201,"mm",99,52,14,0.5,"F",1,"Yearling","up_valley",8,3067
"524",2011,196,"mm",57,31,16,0.5,"F",1,"Yearling","up_valley",5,3067
"525",2012,152,"mm",67,67,53,1,"F",2,"Adult","up_valley",4,3067
"526",2012,137,"mm",64,64,18,1,"F",2,"Adult","up_valley",2,3067
"527",2011,198,"mm",83,33,29,8,"F",1,"Yearling","up_valley",6,3067
"528",2011,195,"mm_aspen",49,49,17,1,"F",1,"Yearling","up_valley",4,3067
"529",2012,187,"mm",32.5,23.5,20.5,1,"F",2,"Adult","up_valley",8,3067
"530",2012,185,"mm",20,20,16,1,"F",2,"Adult","up_valley",7,3067
"531",2012,142,"mm",69,57,13,1.5,"F",2,"Adult","up_valley",3,3067
"532",2013,236,"gothictown",17,13,6.1,1.5,"M",1,"Yearling","down_valley",1,3250
"533",2015,154,"boulder",41,41,25,3,"F",1,"Yearling","up_valley",1,3379
"534",2019,177,"gothictown",20.5,13.6,6.3,1,"F",5,"Adult","down_valley",1,3381
"535",2017,157,"gothictown",19.8,14.4,3,0.5,"F",3,"Adult","down_valley",1,3381
"536",2020,187,"gothictown",18,9,5.3,4,"F",6,"Adult","down_valley",1,3381
"537",2017,185,"gothictown",21,17.4,7.2,30,"F",3,"Adult","down_valley",4,3381
"538",2017,166,"gothictown",15.3,8,5,0.3,"F",3,"Adult","down_valley",3,3381
"539",2019,226,"gothictown",27.2,11.3,22,2,"F",5,"Adult","down_valley",5,3381
"540",2019,209,"gothictown",31,28,14.6,1,"F",5,"Adult","down_valley",4,3381
"541",2018,167,"gothictown",21,16.5,17,0.5,"F",4,"Adult","down_valley",1,3381
"542",2017,157,"gothictown",16.2,13.2,13.2,0.5,"F",3,"Adult","down_valley",2,3381
"543",2019,207,"gothictown",24,25,9.1,4,"F",5,"Adult","down_valley",3,3381
"544",2019,200,"gothictown",20.3,8,16,NA,"F",5,"Adult","down_valley",2,3381
"545",2017,194,"gothictown",23,18,18,1,"F",3,"Adult","down_valley",5,3381
"546",2020,218,"gothictown",72,63,23,21,"F",6,"Adult","down_valley",2,3381
"547",2015,196,"picnic_lower",28,28,16,10,"F",2,"Adult","up_valley",2,3297
"548",2015,194,"picnic_lower",32.5,32.5,24,7,"F",2,"Adult","up_valley",1,3297
"549",2017,191,"picnic_lower",28,25,20,30,"F",4,"Adult","up_valley",3,3297
"550",2017,197,"picnic_lower",33,30.9,30.9,5,"F",4,"Adult","up_valley",5,3297
"551",2017,178,"picnic_lower",22,20.1,14.7,6.9,"F",4,"Adult","up_valley",2,3297
"552",2017,201,"picnic_lower",23.7,22.7,18.7,7,"F",4,"Adult","up_valley",6,3297
"553",2017,195,"picnic_lower",25,25,20,6,"F",4,"Adult","up_valley",4,3297
"554",2017,170,"picnic_lower",22.4,21.1,15.7,3,"F",4,"Adult","up_valley",1,3297
"555",2015,168,"gothictown",18,18,4,1,"M",1,"Yearling","down_valley",1,3348
"556",2015,181,"gothictown",27,27,15,NA,"M",1,"Yearling","down_valley",2,3348
"557",2014,188,"picnic_lower",54,54,6,5,"M",1,"Yearling","up_valley",2,3291
"558",2014,166,"picnic_lower",71,41,38,3,"M",1,"Yearling","up_valley",1,3291
"559",2013,162,"gothictown",40,36,18,3,"M",1,"Yearling","down_valley",1,3150
"560",2017,201,"picnic_lower",99.2,65,50,2,"M",4,"Adult","up_valley",1,3281
"561",2017,156,"bench",34.2,28.4,6.9,0.5,"F",5,"Adult","down_valley",1,3175
"562",2019,199,"bench",47,40,12,4,"F",7,"Adult","down_valley",1,3175
"563",2013,177,"river_rivermound",100.5,55,17,0,"F",1,"Yearling","down_valley",3,3175
"564",2018,177,"bench",16,14,4,3,"F",6,"Adult","down_valley",1,3175
"565",2020,238,"bench",93,77,75,1.1,"F",8,"Adult","down_valley",1,3175
"566",2017,163,"bench",69.6,52.8,49.2,1,"F",5,"Adult","down_valley",2,3175
"567",2013,179,"river_rivermound",89,37,13,0,"F",1,"Yearling","down_valley",4,3175
"568",2014,169,"bench",112,54.5,14,2.5,"F",2,"Adult","down_valley",1,3175
"569",2015,159,"bench",32,32,22,4,"F",3,"Adult","down_valley",1,3175
"570",2015,174,"bench",38,38,37,2,"F",3,"Adult","down_valley",2,3175
"571",2013,174,"river_rivermound",62,42,37,1,"F",1,"Yearling","down_valley",2,3175
"572",2013,164,"river_rivermound",80,NA,55,20,"F",1,"Yearling","down_valley",1,3175
"573",2010,158,"mm",71,50,45,1,"M",1,"Yearling","up_valley",1,2957
"574",2015,173,"rvannex",158,139,81,1,"F",6,"Adult","down_valley",1,2853
"575",2010,200,"river",18,18,14,1,"M",1,"Yearling","down_valley",1,2938
"576",2010,151,"picnic_lower",108,94,94,12,"F",1,"Yearling","up_valley",1,2899
"577",2013,195,"picnic",84,78,67.5,0,"F",4,"Adult","up_valley",1,2899
"578",2012,144,"picnic",73,73,70,2.5,"F",3,"Adult","up_valley",1,2899
"579",2010,200,"river",34,23,9,0.5,"M",1,"Yearling","down_valley",1,2934
"580",2010,137,"gothictown",55,48,48,1,"F",1,"Yearling","down_valley",1,2895
"581",2010,182,"mm",70,35,18,1,"F",1,"Yearling","up_valley",2,2955
"582",2010,153,"mm",71,71,69,1,"F",1,"Yearling","up_valley",1,2955
"583",2010,191,"mm",47,22,19,20,"F",1,"Yearling","up_valley",4,2955
"584",2010,190,"mm",36,34,33,20,"F",1,"Yearling","up_valley",3,2955
"585",2011,194,"picnic_lower",40,23,9,3,"F",2,"Adult","up_valley",5,2950
"586",2011,202,"picnic_lower",36,32,27,4,"F",2,"Adult","up_valley",6,2950
"587",2013,192,"picnic",53,14,6.5,0,"F",4,"Adult","up_valley",1,2950
"588",2012,191,"picnic",18,18,5.5,1,"F",3,"Adult","up_valley",1,2950
"589",2014,174,"picnic_lower",91,91,85,15,"F",5,"Adult","up_valley",1,2950
"590",2010,225,"picnic_lower",32,32,30,7,"F",1,"Yearling","up_valley",1,2950
"591",2011,188,"picnic_lower",38,34,21,6,"F",2,"Adult","up_valley",2,2950
"592",2011,191,"picnic_lower",34,34,18,4,"F",2,"Adult","up_valley",4,2950
"593",2011,191,"picnic_lower",35,35,14,10,"F",2,"Adult","up_valley",3,2950
"594",2011,158,"picnic_lower",38,34,21,6,"F",2,"Adult","up_valley",1,2950
"595",2012,142,"picnic",40,40,36,9,"F",3,"Adult","up_valley",1,2975
"596",2017,191,"picnic_lower",25,24,23,1,"F",8,"Adult","up_valley",2,2975
"597",2017,195,"picnic_lower",13.8,10.3,9.2,4,"F",8,"Adult","up_valley",3,2975
"598",2017,178,"picnic_lower",16.1,10.3,10.3,8,"F",8,"Adult","up_valley",1,2975
"599",2012,159,"picnic",57,57,23,6,"F",3,"Adult","up_valley",2,2975
"600",2012,139,"boulder",48,46,44,2.5,"M",3,"Adult","up_valley",1,2953
"601",2011,193,"boulder",30,28,17,1.5,"M",2,"Adult","up_valley",1,2953
"602",2013,171,"avalanche",90,33.5,7,0,"F",1,"Yearling","down_valley",3,3235
"603",2013,161,"avalanche",25,2.5,2,0,"F",1,"Yearling","down_valley",1,3235
"604",2013,165,"avalanche",87,17,7,1,"F",1,"Yearling","down_valley",2,3235
"605",2013,162,"river",92.5,87,80,0,"F",2,"Adult","down_valley",2,3119
"606",2014,199,"bench",98,98,52,0.5,"F",3,"Adult","down_valley",1,3119
"607",2013,161,"bench",65,55,40,0,"F",2,"Adult","down_valley",1,3119
"608",2013,188,"picnic",81,79.5,56.5,0,"M",3,"Adult","up_valley",1,3081
"609",2015,193,"boulder",33,33,12,3,"F",5,"Adult","up_valley",3,2998
"610",2017,183,"northpk",107.4,66,46.2,1,"F",7,"Adult","up_valley",4,2998
"611",2014,169,"boulder",36,36,32,6,"F",4,"Adult","up_valley",1,2998
"612",2015,165,"boulder",157,35,28,NA,"F",5,"Adult","up_valley",1,2998
"613",2012,172,"boulder",54,54,24,3,"F",2,"Adult","up_valley",4,2998
"614",2011,205,"boulder",41,32,29,2,"F",1,"Yearling","up_valley",1,2998
"615",2017,186,"northpk",112.2,79.8,79.8,15,"F",7,"Adult","up_valley",5,2998
"616",2015,187,"boulder",40,15.3,10.3,3.5,"F",5,"Adult","up_valley",2,2998
"617",2017,183,"northpk",107.4,106.2,27.6,1,"F",7,"Adult","up_valley",3,2998
"618",2012,145,"boulder",49,44,42,2.5,"F",2,"Adult","up_valley",1,2998
"619",2012,170,"boulder",50,50,32,2.5,"F",2,"Adult","up_valley",2,2998
"620",2012,171,"boulder",52,52,32,2,"F",2,"Adult","up_valley",3,2998
"621",2013,167,"boulder",45.4,33.1,24,2,"F",3,"Adult","up_valley",1,2998
"622",2014,182,"boulder",41,41,18,2,"F",4,"Adult","up_valley",2,2998
"623",2017,167,"northpk",108.8,78.2,38.6,2,"F",7,"Adult","up_valley",1,2998
"624",2017,167,"northpk",108.8,78.2,38.6,2,"F",7,"Adult","up_valley",2,2998
"625",2011,195,"mm_maintalus",75,75,66,32,"M",1,"Yearling","up_valley",1,3105
"626",2010,166,"river_sagemound",80,74,74,6,"M",1,"Yearling","down_valley",1,2940
"627",2010,136,"bench",65.5,64.5,64.5,1.5,"M",1,"Yearling","down_valley",1,2868
"628",2010,170,"bench",30,24,20,1,"M",1,"Yearling","down_valley",4,2924
"629",2010,171,"bench",50,30,8,1,"M",1,"Yearling","down_valley",5,2924
"630",2010,163,"bench",45,34,32,5,"M",1,"Yearling","down_valley",2,2924
"631",2010,173,"bench",40,40,38,1,"M",1,"Yearling","down_valley",6,2924
"632",2010,169,"bench",47,36,29,5,"M",1,"Yearling","down_valley",3,2924
