year,Winter_Survival,col_area,massaug,nb_mass,age,ageclass,sex,valley_location,date_of_melt,ID_Code
2013,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,146,3225
1976,0,mm,3031.041103,1,1,Yearling,M,up_valley,116,485
2013,0,picnic_middle,2604.967878,4,1,Yearling,F,up_valley,146,3226
2015,0,river_rivermound,NA,NA,1,Yearling,M,down_valley,138,3378
2013,1,picnic_lower,2978.675391,5,1,Yearling,F,up_valley,146,3221
2014,0,picnic_middle,3659.224891,2,2,Adult,F,up_valley,127,3221
2014,0,cliff_upper,4220.912548,2,2,Adult,M,up_valley,127,4390
2013,0,picnic_lower,3177.789251,3,1,Yearling,M,up_valley,146,3199
2013,1,picnic_lower,NA,NA,1,Yearling,M,up_valley,146,3196
2014,0,picnic_lower,NA,NA,2,Adult,M,up_valley,127,3196
2014,0,mm_maintalus,3457.264666,5,1,Yearling,F,up_valley,127,3290
2013,0,avalanche,3316.506257,10,1,Yearling,F,down_valley,146,3238
1982,1,northpk,2457.456774,2,1,Yearling,F,up_valley,160,785
1983,1,northpk,3276.927722,1,2,Adult,F,up_valley,155,785
1984,0,northpk,3313.257349,3,3,Adult,F,up_valley,145,785
1976,0,mm,3031.041103,1,1,Yearling,M,up_valley,116,486
2016,1,river_sprucemound,4451.540073,2,3,Adult,M,down_valley,144,3311
2018,1,river_southmound,4752.854973,10,5,Adult,M,down_valley,157,3311
2019,1,river_southmound,4715.85212,8,6,Adult,M,down_valley,128,3311
2013,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,146,3222
2013,1,picnic_lower,2578.187597,11,1,Yearling,M,up_valley,146,3197
2014,0,picnic_lower,NA,NA,2,Adult,M,up_valley,127,3197
2013,0,picnic_lower,3436.65149,5,1,Yearling,M,up_valley,146,3200
2013,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,146,3195
1977,0,river,2633.706443,1,2,Adult,F,down_valley,155,4134
1987,0,gothictown,3756.112732,1,1,Yearling,M,down_valley,135,1040
1978,0,northpk,2320.725808,1,1,Yearling,M,up_valley,152,570
2016,1,gothictown,3530.342843,2,2,Adult,F,down_valley,144,4399
2017,1,gothictown,3375.905873,2,3,Adult,F,down_valley,125,4399
2019,0,gothictown,NA,NA,5,Adult,F,down_valley,128,4399
2016,0,picnic_lower,1796.261508,6,1,Yearling,F,up_valley,144,3452
1988,1,river,3241.349529,9,1,Yearling,F,down_valley,132,1150
1989,1,river,4043.741256,6,2,Adult,F,down_valley,138,1150
1990,1,river,4278.872974,5,3,Adult,F,down_valley,142,1150
1991,0,river,4343.292341,1,4,Adult,F,down_valley,123,1150
2016,0,avalanche,3537.514606,4,2,Adult,M,down_valley,144,4400
2016,0,cliff_upper,NA,NA,1,Yearling,M,up_valley,144,3498
2016,0,cliff_upper,NA,NA,1,Yearling,F,up_valley,144,3499
1988,0,river,2860.377811,4,1,Yearling,M,down_valley,132,1166
2017,0,mm_maintalus,3365.788785,3,1,Yearling,M,up_valley,125,3527
2017,0,mm_aspen,3186.543685,4,1,Yearling,M,up_valley,125,3526
1976,0,northpk,2492.835257,1,1,Yearling,F,up_valley,116,501
1988,1,rvannex,2360.576872,3,1,Yearling,F,down_valley,132,1143
1989,1,rvannex,NA,NA,2,Adult,F,down_valley,138,1143
1990,1,rvannex,2180.25524,1,3,Adult,F,down_valley,142,1143
1991,1,rvannex,3238.777551,2,4,Adult,F,down_valley,123,1143
1992,0,rvbendwest,3024.98553,2,5,Adult,F,SATELLITE,156,1143
2017,0,stonefield_main,NA,NA,1,Yearling,F,up_valley,125,3560
1982,0,mm,NA,NA,2,Adult,F,up_valley,160,4163
2015,0,northpk,3265.348739,5,2,Adult,M,up_valley,138,4395
2017,0,mm_maintalus,4107.736778,6,1,Yearling,M,up_valley,125,3528
2017,1,stonefield_main,4555.935572,2,2,Adult,F,up_valley,125,4407
2018,0,stonefield_main,NA,NA,3,Adult,F,up_valley,157,4407
2017,0,gothictown,2065.566001,1,1,Yearling,F,down_valley,125,3585
2017,1,northpk,2238.404094,1,1,Yearling,M,up_valley,125,3559
2019,0,cliff_upper,3731.297241,1,3,Adult,M,up_valley,128,3559
1988,0,river,3539.864404,6,1,Yearling,M,down_valley,132,1168
1976,1,picnic_upper,2803.209043,1,1,Yearling,F,up_valley,116,487
1977,0,picnic_upper,3403.243952,1,2,Adult,F,up_valley,155,487
1988,0,river,NA,NA,1,Yearling,M,down_valley,132,1152
2016,0,northpk,NA,NA,1,Yearling,M,up_valley,144,3504
2017,1,northpk,2778.30648,2,1,Yearling,M,up_valley,125,3569
2018,0,northpk,NA,NA,2,Adult,M,up_valley,157,3569
2017,1,mm_aspen,2888.025669,5,1,Yearling,F,up_valley,125,3529
2018,1,mm_aspen,3373.680991,2,2,Adult,F,up_valley,157,3529
2019,1,mm_aspen,3172.722768,4,3,Adult,F,up_valley,128,3529
2016,0,cliff_upper,NA,NA,1,Yearling,M,up_valley,144,3500
1987,0,coppermeadow,3122.132946,1,1,Yearling,M,SATELLITE,135,1013
1986,0,river,2699.919165,2,1,Yearling,F,down_valley,132,993
2017,0,gothictown,4000.569444,1,1,Yearling,M,down_valley,125,3578
1983,1,boulder,NA,NA,1,Yearling,M,up_valley,155,825
1984,1,cliff,3149.568912,2,2,Adult,M,up_valley,145,825
1985,1,boulder,NA,NA,3,Adult,M,up_valley,149,825
1986,1,cliff,NA,NA,4,Adult,M,up_valley,132,825
1987,1,cliff,NA,NA,5,Adult,M,up_valley,135,825
1988,0,cliff,NA,NA,6,Adult,M,up_valley,132,825
1976,0,northpk,3048.605652,1,1,Yearling,M,up_valley,116,494
1988,1,gothictown,2835.123711,2,1,Yearling,F,down_valley,132,1137
1989,1,gothictown,NA,NA,2,Adult,F,down_valley,138,1137
1990,1,gothictown,NA,NA,3,Adult,F,down_valley,142,1137
1991,0,gothictalus,2814.444547,1,4,Adult,F,SATELLITE,123,1137
2017,1,gothictown,3289.547877,6,1,Yearling,F,down_valley,125,3582
2018,0,gothictown,NA,NA,2,Adult,F,down_valley,157,3582
1982,0,northpk,3511.657374,2,2,Adult,M,up_valley,160,4164
2018,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,157,3614
2016,1,stonefield_main,4437.185343,2,2,Adult,M,up_valley,144,4404
2017,1,stonefield_main,4962.830858,2,3,Adult,M,up_valley,125,4404
2018,0,stonefield_main,NA,NA,4,Adult,M,up_valley,157,4404
2017,0,northpk,2568.75129,2,1,Yearling,F,up_valley,125,3572
2017,1,northpk,2516.45174,6,1,Yearling,F,up_valley,125,3573
2018,1,northpk,3488.455754,5,2,Adult,F,up_valley,157,3573
2019,1,northpk,2959.453273,5,3,Adult,F,up_valley,128,3573
2018,0,mm_maintalus,2836.379144,4,1,Yearling,M,up_valley,157,3590
2018,0,mm_maintalus,3054.619572,3,1,Yearling,M,up_valley,157,3593
2016,0,northpk,3165.661878,1,2,Adult,M,up_valley,144,4402
1976,1,coppermeadow,2667.539579,1,1,Yearling,F,SATELLITE,116,496
1977,0,coppermeadow,3843.995779,1,2,Adult,F,SATELLITE,155,496
2016,1,bench,3223.332339,6,2,Adult,M,down_valley,144,4401
2017,0,river_rivermound,4316.028944,1,3,Adult,M,down_valley,125,4401
1975,0,northpk,2178.580917,1,1,Yearling,F,up_valley,135,481
1988,1,river,2505.204985,9,1,Yearling,F,down_valley,132,1163
1989,1,river,3464.361646,7,2,Adult,F,down_valley,138,1163
1990,1,river,NA,NA,3,Adult,F,down_valley,142,1163
1991,1,river,3604.286493,4,4,Adult,F,down_valley,123,1163
1992,1,river,3730.796994,1,5,Adult,F,down_valley,156,1163
1993,1,river,NA,NA,6,Adult,F,down_valley,140,1163
1994,1,river_rivermound,3865.338834,2,7,Adult,F,down_valley,170,1163
1995,1,river_rivermound,NA,NA,8,Adult,F,down_valley,140,1163
1996,1,bench,NA,NA,9,Adult,F,down_valley,152,1163
1997,0,river_rivermound,3800.219841,1,10,Adult,F,down_valley,140,1163
2019,0,gothictown,3155.984777,3,1,Yearling,F,down_valley,128,3724
2018,0,northpk,3563.579708,1,2,Adult,M,up_valley,157,4410
2016,1,bench,3515.341689,2,2,Adult,M,down_valley,144,4403
2017,1,gothictown,4418.637443,1,3,Adult,M,down_valley,125,4403
2018,0,bench,4394.912277,1,4,Adult,M,down_valley,157,4403
1976,0,coppermeadow,2903.626952,1,1,Yearling,F,SATELLITE,116,497
1988,1,gothictown,3058.296241,3,1,Yearling,F,down_valley,132,1138
1989,1,gothictown,3365.922501,1,2,Adult,F,down_valley,138,1138
1990,1,gothictalus,4319.900158,2,3,Adult,F,SATELLITE,142,1138
1991,0,gothictalus,3862.760876,1,4,Adult,F,SATELLITE,123,1138
2017,1,northpk,2305.501011,8,1,Yearling,F,up_valley,125,3567
2018,1,northpk,3367.89017,4,2,Adult,F,up_valley,157,3567
2019,1,boulder,3313.714152,3,3,Adult,F,up_valley,128,3567
2017,1,picnic_lower,2473.644323,7,1,Yearling,F,up_valley,125,3523
2018,1,picnic_lower,3517.075071,5,2,Adult,F,up_valley,157,3523
2019,0,picnic_lower,3357.043821,4,3,Adult,F,up_valley,128,3523
1984,1,river,2474.766899,2,1,Yearling,F,down_valley,145,868
1985,1,river,2665.575041,1,2,Adult,F,down_valley,149,868
1986,1,bench,2399.055425,1,3,Adult,F,down_valley,132,868
1987,0,bench,3087.48876,2,4,Adult,F,down_valley,135,868
2019,0,bench,3277.828473,3,1,Yearling,M,down_valley,128,3695
2018,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,157,3619
1975,0,picnic,1972.446511,1,1,Yearling,F,up_valley,135,482
2019,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,128,3669
2018,1,picnic_lower,2930.008649,6,1,Yearling,F,up_valley,157,3624
2019,1,picnic_middle,3078.028989,3,2,Adult,F,up_valley,128,3624
2018,1,avalanche,3030.238244,4,1,Yearling,F,down_valley,157,3641
2019,1,avalanche,3093.154131,2,2,Adult,F,down_valley,128,3641
1983,0,beavertalus,2955.55515,2,2,Adult,F,SATELLITE,155,4167
2018,0,picnic_lower,3115.167643,6,1,Yearling,M,up_valley,157,3625
2018,0,picnic_lower,2982.198852,4,1,Yearling,M,up_valley,157,3616
2018,0,gothictown,3356.367789,1,2,Adult,F,down_valley,157,4409
2018,1,bench,3130.838372,1,1,Yearling,M,down_valley,157,3608
2019,0,bench,NA,NA,2,Adult,M,down_valley,128,3608
2018,0,bench,2923.551656,1,1,Yearling,M,down_valley,157,3606
2018,0,avalanche,3670.175051,1,1,Yearling,M,down_valley,157,3642
1983,0,northpk,3330.438961,1,2,Adult,F,up_valley,155,4168
2018,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,157,3618
2018,0,avalanche,3701.070929,1,1,Yearling,M,down_valley,157,3644
1976,0,picnic_middle,2176.330513,1,1,Yearling,F,up_valley,116,503
1990,1,gothictown,3795.776946,2,1,Yearling,M,down_valley,142,1304
1991,0,gothictown,3531.69904,2,2,Adult,M,down_valley,123,1304
2019,0,northpk,NA,NA,1,Yearling,M,up_valley,128,3708
1991,1,rvbendwest,2661.774989,3,1,Yearling,M,SATELLITE,123,1370
1992,0,rvannex,4333.480899,1,2,Adult,M,down_valley,156,1370
1983,0,juddfalls,NA,NA,2,Adult,F,SATELLITE,155,4169
2017,1,cliff_upper,3304.741718,1,2,Adult,M,up_valley,125,4408
2018,0,cliff_upper,3858.653702,5,3,Adult,M,up_valley,157,4408
1983,0,rvbend,3440.487467,1,2,Adult,F,down_valley,155,4170
2019,1,bench,3306.30394,1,1,Yearling,M,down_valley,128,3691
1984,1,northpk,1934.476691,2,1,Yearling,M,up_valley,145,856
1985,0,northpk,2845.14948,2,2,Adult,M,up_valley,149,856
2018,1,bench,2651.642486,3,1,Yearling,F,down_valley,157,3605
2019,1,river_rivermound,3295.292329,3,2,Adult,F,down_valley,128,3605
2018,1,bench,2626.759767,2,1,Yearling,F,down_valley,157,3653
2019,1,bench,2915.147094,7,2,Adult,F,down_valley,128,3653
1991,0,rvannex,2993.660707,1,1,Yearling,M,down_valley,123,1371
1983,1,coppermeadow,2465.858002,1,2,Adult,F,SATELLITE,155,4171
1984,0,coppermeadow,2769.057624,1,3,Adult,F,SATELLITE,145,4171
2019,1,gothictown,2864.437127,1,1,Yearling,F,down_valley,128,3721
2019,0,gothictown,2834.741915,2,1,Yearling,F,down_valley,128,3723
1983,0,coppermeadow,2893.118207,2,2,Adult,M,SATELLITE,155,4172
2019,0,gothictown,2815.215394,1,1,Yearling,F,down_valley,128,3718
2019,0,gothictown,3063.996018,6,1,Yearling,F,down_valley,128,3720
2019,1,northpk,2140.556245,5,1,Yearling,F,up_valley,128,3705
1983,1,coppercreek,3412.99969,1,2,Adult,F,SATELLITE,155,4173
1984,1,coppercreek,3013.338069,1,3,Adult,F,SATELLITE,145,4173
1985,1,gothictown,4047.912153,2,4,Adult,F,down_valley,149,4173
1986,0,coppercreek,3997.955727,2,5,Adult,F,SATELLITE,132,4173
1991,1,picnic_middle,3531.917722,10,2,Adult,M,up_valley,123,4257
1992,0,picnic_middle,3654.432859,7,3,Adult,M,up_valley,156,4257
1984,0,northpk,2237.132179,2,1,Yearling,M,up_valley,145,857
2018,0,picnic_lower,3281.957664,3,1,Yearling,M,up_valley,157,3626
2019,1,gothictown,3879.981343,6,1,Yearling,F,down_valley,128,3709
2019,0,mm_maintalus,2378.909031,3,1,Yearling,F,up_valley,128,3682
2019,0,gothictown,3983.593079,1,1,Yearling,M,down_valley,128,3719
1978,1,mm,2396.197707,1,1,Yearling,F,up_valley,152,558
1979,1,mm,NA,NA,2,Adult,F,up_valley,158,558
1980,1,mm,2812.745464,2,3,Adult,F,up_valley,119,558
1981,0,mmannex,2915.013402,2,4,Adult,F,SATELLITE,152,558
1974,0,gothictalus,3161.164648,1,2,Adult,F,SATELLITE,157,415
1975,0,coppercreek,3298.232959,1,2,Adult,M,SATELLITE,135,4106
2019,0,rvannex,2433.400847,3,1,Yearling,F,down_valley,128,3734
2018,0,mm_maintalus,3345.218759,4,1,Yearling,M,up_valley,157,3591
2018,0,picnic_lower,2291.763204,2,1,Yearling,M,up_valley,157,3615
2019,0,northpk,2882.532605,7,1,Yearling,M,up_valley,128,3703
2019,0,gothictown,3777.590189,3,1,Yearling,M,down_valley,128,3687
2017,0,avalanche,3768.867239,2,2,Adult,M,down_valley,125,4406
1974,1,picnic_upper,3732.845696,4,6,Adult,F,up_valley,157,302
1975,1,picnic_middle,NA,NA,7,Adult,F,up_valley,135,302
1976,1,picnic_middle,2908.356185,1,8,Adult,F,up_valley,116,302
1977,1,picnic_middle,NA,NA,9,Adult,F,up_valley,155,302
1978,1,picnic_middle,2961.045886,1,10,Adult,F,up_valley,152,302
1979,0,picnic_middle,2870.131003,3,11,Adult,F,up_valley,158,302
2019,0,mm_maintalus,3361.592161,7,1,Yearling,M,up_valley,128,3683
2018,0,picnic_lower,3070.033785,5,1,Yearling,M,up_valley,157,3611
2018,1,mm_maintalus,2868.513955,8,1,Yearling,F,up_valley,157,3588
2019,1,mm_aspen,3070.687663,7,2,Adult,F,up_valley,128,3588
1976,0,picnic_middle,2049.862262,1,1,Yearling,M,up_valley,116,505
2019,1,northpk,2611.012059,4,1,Yearling,F,up_valley,128,3706
1983,0,coppermeadow,3746.092615,2,2,Adult,M,SATELLITE,155,4174
2018,1,mm_maintalus,3346.13016,3,1,Yearling,F,up_valley,157,3587
2019,1,mm_maintalus,4323.771275,4,2,Adult,F,up_valley,128,3587
2018,1,river_rivermound,2756.60784,3,1,Yearling,F,down_valley,157,3655
2019,0,bench,3406.951304,5,2,Adult,F,down_valley,128,3655
2018,1,mm_maintalus,3092.404317,4,1,Yearling,F,up_valley,157,3589
2019,0,mm_maintalus,3227.210496,3,2,Adult,F,up_valley,128,3589
2019,0,mm_maintalus,2575.128771,1,1,Yearling,F,up_valley,128,3677
2019,0,gothictown,3323.890002,6,1,Yearling,F,down_valley,128,3755
2019,0,river_rivermound,NA,NA,1,Yearling,F,down_valley,128,3694
2019,1,gothictown,1953.889478,4,1,Yearling,F,down_valley,128,3693
2018,1,avalanche,3233.034587,2,2,Adult,F,down_valley,157,4411
2019,0,horsemound,3057.492916,2,3,Adult,F,down_valley,128,4411
2019,1,gothictown,3371.846749,7,1,Yearling,F,down_valley,128,3756
1984,0,river,2961.109682,1,1,Yearling,M,down_valley,145,871
2019,0,picnic_lower,2766.133992,1,2,Adult,F,up_valley,128,4415
2019,0,river_rivermound,NA,NA,1,Yearling,M,down_valley,128,3729
2019,0,gothictown,2549.816263,1,1,Yearling,M,down_valley,128,3678
2019,1,gothictown,4335.249008,5,1,Yearling,M,down_valley,128,3761
1983,1,picnic,3410.853793,1,2,Adult,M,up_valley,155,4175
1984,1,boulder,3537.199857,5,3,Adult,M,up_valley,145,4175
1985,1,boulder,3839.661628,3,4,Adult,M,up_valley,149,4175
1986,0,boulder,3835.389325,4,5,Adult,M,up_valley,132,4175
2019,1,bench,2890.751608,11,1,Yearling,F,down_valley,128,3696
2019,0,gothictown,2810.105144,2,1,Yearling,F,down_valley,128,3759
2019,0,mm_maintalus,2671.555056,3,1,Yearling,F,up_valley,128,3679
1976,0,northpk,3294.793367,1,2,Adult,M,up_valley,116,4107
1983,1,picnic_lower,3312.852159,2,2,Adult,F,up_valley,155,4176
1984,1,picnic_lower,3827.556574,3,3,Adult,F,up_valley,145,4176
1985,1,picnic_lower,3364.303751,1,4,Adult,F,up_valley,149,4176
1986,1,picnic_lower,NA,NA,5,Adult,F,up_valley,132,4176
1987,1,picnic_lower,3719.57855,4,6,Adult,F,up_valley,135,4176
1988,1,picnic_lower,3642.123485,3,7,Adult,F,up_valley,132,4176
1989,0,picnic_lower,3729.153458,1,8,Adult,F,up_valley,138,4176
2019,1,gothictown,3672.014669,8,1,Yearling,F,down_valley,128,3712
2019,1,gothictown,4242.111758,2,1,Yearling,M,down_valley,128,3684
1988,0,rvannex,2514.663177,3,1,Yearling,F,down_valley,132,1144
2019,0,mm_maintalus,3249.797473,5,1,Yearling,M,up_valley,128,3681
2019,0,gothictown,3230.976931,2,1,Yearling,F,down_valley,128,3711
1984,0,river,2918.833121,1,1,Yearling,M,down_valley,145,872
1976,1,river,NA,NA,2,Adult,F,down_valley,116,4108
1977,0,river,3848.073829,1,3,Adult,F,down_valley,155,4108
2019,0,gothictown,3162.696001,4,1,Yearling,F,down_valley,128,3715
1976,1,waterfalltalus,3445.943781,1,2,Adult,F,SATELLITE,116,4109
1977,1,waterfalltalus,NA,NA,3,Adult,F,SATELLITE,155,4109
1978,1,northpk,3145.545894,1,4,Adult,F,up_valley,152,4109
1979,0,northpk,3038.687138,1,5,Adult,F,up_valley,158,4109
2019,0,rvannex,3737.871194,1,2,Adult,M,down_valley,128,4414
2018,1,avalanche,4238.841553,1,2,Adult,M,down_valley,157,4412
2019,1,avalanche,4410.612984,1,3,Adult,M,down_valley,128,4412
2018,1,bench,3705.4332,1,2,Adult,M,down_valley,157,4413
2019,0,bench,4163.355919,1,3,Adult,M,down_valley,128,4413
1987,1,picnic_middle,2779.655431,1,1,Yearling,F,up_valley,135,1031
1988,1,picnic_middle,3043.551134,5,2,Adult,F,up_valley,132,1031
1989,1,picnic_middle,3259.52683,2,3,Adult,F,up_valley,138,1031
1990,0,picnic_middle,3138.202484,2,4,Adult,F,up_valley,142,1031
1978,1,northpk,2258.600634,1,1,Yearling,M,up_valley,152,571
1979,0,northpk,3867.152848,1,2,Adult,M,up_valley,158,571
1976,0,coppermeadow,5389.289301,1,2,Adult,M,SATELLITE,116,4110
1984,1,gothictown,2364.833416,1,1,Yearling,F,down_valley,145,836
1985,1,copperbend,2942.716585,2,2,Adult,F,SATELLITE,149,836
1986,1,copperbend,3106.0484,2,3,Adult,F,SATELLITE,132,836
1987,1,copperbend,NA,NA,4,Adult,F,SATELLITE,135,836
1988,0,juddfalls,NA,NA,5,Adult,F,SATELLITE,132,836
1976,1,coppermeadow,4749.863504,1,2,Adult,M,SATELLITE,116,4111
1977,1,coppercreek,NA,NA,3,Adult,M,SATELLITE,155,4111
1978,0,coppermeadow,4633.398067,1,4,Adult,M,SATELLITE,152,4111
1984,0,gothictown,3121.830564,1,1,Yearling,M,down_valley,145,838
1984,1,gothictown,2446.76677,1,1,Yearling,F,down_valley,145,837
1985,1,copperbend,NA,NA,2,Adult,F,SATELLITE,149,837
1986,0,copperbend,NA,NA,3,Adult,F,SATELLITE,132,837
1976,1,grasshopperledge,NA,NA,1,Yearling,F,SATELLITE,116,507
1977,1,grasshopperledge,NA,NA,2,Adult,F,SATELLITE,155,507
1978,1,grasshopperledge,NA,NA,3,Adult,F,SATELLITE,152,507
1979,1,grasshopperledge,2679.422956,1,4,Adult,F,SATELLITE,158,507
1980,0,grasshopperledge,2614.401454,3,5,Adult,F,SATELLITE,119,507
1988,1,rvannex,2624.68743,1,1,Yearling,F,down_valley,132,1145
1989,1,rvannex,3668.190323,4,2,Adult,F,down_valley,138,1145
1990,1,rvbendwest,3723.477976,1,3,Adult,F,SATELLITE,142,1145
1991,0,rvbendwest,3831.611279,1,4,Adult,F,SATELLITE,123,1145
1976,1,northpk,3970.295027,1,2,Adult,M,up_valley,116,4112
1977,1,northpk,NA,NA,3,Adult,M,up_valley,155,4112
1978,1,northpk,4087.541864,1,4,Adult,M,up_valley,152,4112
1979,0,northpk,4191.456774,1,5,Adult,M,up_valley,158,4112
1976,0,grasshopperledge,NA,NA,2,Adult,M,SATELLITE,116,4113
1987,0,boulder,2567.236368,1,1,Yearling,M,up_valley,135,1061
1976,1,coppermeadow,4094.920893,1,2,Adult,M,SATELLITE,116,4114
1977,1,coppermeadow,4623.683929,1,3,Adult,M,SATELLITE,155,4114
1978,1,coppermeadow,4754.359761,1,4,Adult,M,SATELLITE,152,4114
1979,1,coppercreek,4503.55081,3,5,Adult,M,SATELLITE,158,4114
1980,0,coppermeadow,4641.609843,2,6,Adult,M,SATELLITE,119,4114
2019,0,gothictown,2791.920544,1,1,Yearling,M,down_valley,128,3725
1984,0,gothictown,2710.313004,2,1,Yearling,M,down_valley,145,840
1976,0,coppermeadow,3947.999363,1,2,Adult,F,SATELLITE,116,4115
1976,0,cliff,3385.892471,1,2,Adult,M,up_valley,116,4116
1982,1,northpk,1492.844559,1,1,Yearling,F,up_valley,160,760
1983,1,northpk,2652.738176,1,2,Adult,F,up_valley,155,760
1984,1,waterfalltalus,2757.982889,1,3,Adult,F,SATELLITE,145,760
1985,1,waterfalltalus,2427.353061,2,4,Adult,F,SATELLITE,149,760
1986,0,northpk,3214.310306,2,5,Adult,F,up_valley,132,760
1989,0,mmannex,3176.451379,1,1,Yearling,M,SATELLITE,138,1173
1989,0,river,3784.845741,3,1,Yearling,M,down_valley,138,1239
1976,1,cliff,2891.036981,1,1,Yearling,F,up_valley,116,508
1977,1,cliff,NA,NA,2,Adult,F,up_valley,155,508
1978,1,cliff,NA,NA,3,Adult,F,up_valley,152,508
1979,1,cliff,3634.545887,2,4,Adult,F,up_valley,158,508
1980,1,cliff,3376.762767,2,5,Adult,F,up_valley,119,508
1981,0,cliff,NA,NA,6,Adult,F,up_valley,152,508
1982,1,northpk,2348.930156,3,1,Yearling,F,up_valley,160,786
1983,1,northpk,2956.819538,2,2,Adult,F,up_valley,155,786
1984,0,northpk,2836.533883,2,3,Adult,F,up_valley,145,786
1985,1,boulder,2256.112026,7,1,Yearling,F,up_valley,149,919
1986,1,waterfalltalus,2833.573519,4,2,Adult,F,SATELLITE,132,919
1987,1,waterfalltalus,3593.05455,3,3,Adult,F,SATELLITE,135,919
1988,1,waterfalltalus,3292.251092,2,4,Adult,F,SATELLITE,132,919
1989,0,waterfalltalus,NA,NA,5,Adult,F,SATELLITE,138,919
1978,1,northpk,2401.911637,2,1,Yearling,F,up_valley,152,569
1979,1,northpk,2765.011127,2,2,Adult,F,up_valley,158,569
1980,1,northpk,NA,NA,3,Adult,F,up_valley,119,569
1981,1,northpk,NA,NA,4,Adult,F,up_valley,152,569
1982,0,northpk,4312.664604,1,5,Adult,F,up_valley,160,569
1976,0,grasshopperledge,NA,NA,2,Adult,F,SATELLITE,116,4117
1982,1,northpk,2367.092316,1,1,Yearling,F,up_valley,160,761
1983,1,northpk,NA,NA,2,Adult,F,up_valley,155,761
1984,1,northpk,2890.460871,2,3,Adult,F,up_valley,145,761
1985,1,northpk,NA,NA,4,Adult,F,up_valley,149,761
1986,0,northpk,2972.369516,2,5,Adult,F,up_valley,132,761
1976,1,cliff,NA,NA,2,Adult,F,up_valley,116,4118
1977,1,cliff,NA,NA,3,Adult,F,up_valley,155,4118
1978,1,cliff,NA,NA,4,Adult,F,up_valley,152,4118
1979,0,cliff,3475.030135,1,5,Adult,F,up_valley,158,4118
1982,0,northpk,3222.825003,2,1,Yearling,M,up_valley,160,787
1982,1,northpk,2376.918631,1,1,Yearling,F,up_valley,160,762
1983,0,northpk,NA,NA,2,Adult,F,up_valley,155,762
1976,0,coppermeadow,2384.468161,1,1,Yearling,F,SATELLITE,116,498
1976,0,coppercreek,3642.973062,1,2,Adult,M,SATELLITE,116,4119
1982,0,northpk,NA,NA,2,Adult,M,up_valley,160,4165
1989,0,coppercreek,2986.69132,1,1,Yearling,M,SATELLITE,138,1177
1987,1,northpk,2650.638714,1,1,Yearling,M,up_valley,135,1066
1988,0,northpk,NA,NA,2,Adult,M,up_valley,132,1066
