year,Winter_Survival,col_area,massaug,nb_mass,age,ageclass,sex,valley_location,date_of_melt,ID_Code
1999,0,picnic_upper,3088.630452,1,3,Adult,F,up_valley,130,1636
1997,0,mm,3092.33636,1,1,Yearling,M,up_valley,140,1649
1997,0,river,3684.669943,2,1,Yearling,M,down_valley,140,1685
1998,0,mm,2696.432712,1,1,Yearling,M,up_valley,145,1707
1996,1,mm,3784.598247,1,1,Yearling,M,up_valley,152,1615
1997,1,mm,4495.640266,1,2,Adult,M,up_valley,140,1615
1998,1,mm,5011.469751,2,3,Adult,M,up_valley,145,1615
1999,1,mm,5167.546077,3,4,Adult,M,up_valley,130,1615
2000,0,mm,5316.817739,4,5,Adult,M,up_valley,134,1615
1997,1,gothictown,2619.684631,1,1,Yearling,F,down_valley,140,1655
1998,1,gothictown,3401.987603,6,2,Adult,F,down_valley,145,1655
1999,1,gothictown,3788.366821,3,3,Adult,F,down_valley,130,1655
2000,0,gothictown,3722.699079,2,4,Adult,F,down_valley,134,1655
1998,0,mm,3415.54662,1,1,Yearling,F,up_valley,145,1708
1997,0,gothictown,2477.60683,4,1,Yearling,F,down_valley,140,1628
1979,0,picnic_lower,2853.873347,5,1,Yearling,M,up_valley,158,630
1997,0,bench,2427.156445,8,1,Yearling,F,down_valley,140,1634
1995,0,gothictown,2977.240792,2,1,Yearling,M,down_valley,140,1580
1996,0,rvannex,NA,NA,2,Adult,M,down_valley,152,4276
1995,1,gothictown,3588.01044,3,2,Adult,M,down_valley,140,4271
1996,1,gothictown,5291.94032,1,3,Adult,M,down_valley,152,4271
1997,1,gothictown,6167.59574,4,4,Adult,M,down_valley,140,4271
1998,0,gothictown,6752.556902,2,5,Adult,M,down_valley,145,4271
1989,1,cliff,4022.590499,1,2,Adult,M,up_valley,138,4227
1990,1,cliff,4237.625785,3,3,Adult,M,up_valley,142,4227
1991,0,cliff,4437.184615,1,4,Adult,M,up_valley,123,4227
1988,0,northpk,2730.735298,1,1,Yearling,M,up_valley,132,1105
1996,0,gothictown,3785.935963,2,1,Yearling,M,down_valley,152,1590
1995,0,gothictown,3813.629751,3,2,Adult,M,down_valley,140,4272
1990,1,cliff,2980.01949,1,1,Yearling,M,up_valley,142,1311
1991,0,cliff,3564.571424,1,2,Adult,M,up_valley,123,1311
1996,0,gothictown,NA,NA,1,Yearling,M,down_valley,152,1596
1997,1,northpk,3706.698695,1,2,Adult,F,up_valley,140,4279
1998,0,boulder,3640.548294,2,3,Adult,F,up_valley,145,4279
1990,1,gothictown,2613.876253,3,1,Yearling,F,down_valley,142,1288
1991,1,gothictown,2860.947234,1,2,Adult,F,down_valley,123,1288
1992,1,gothictown,NA,NA,3,Adult,F,down_valley,156,1288
1993,0,gothictown,NA,NA,4,Adult,F,down_valley,140,1288
1998,0,river,3862.944061,6,1,Yearling,M,down_valley,145,1704
1979,0,grasshopperledge,2119.785511,1,1,Yearling,F,SATELLITE,158,607
1986,1,beavertalus,4548.102097,1,2,Adult,M,SATELLITE,132,4214
1987,1,beavertalus,4567.806592,2,3,Adult,M,SATELLITE,135,4214
1988,0,beavertalus,4669.175607,2,4,Adult,M,SATELLITE,132,4214
1997,1,northpk,2677.226856,1,1,Yearling,F,up_valley,140,1687
1998,0,boulder,3333.744862,1,2,Adult,F,up_valley,145,1687
1998,0,river,3643.443991,2,1,Yearling,M,down_valley,145,1744
1998,0,river,3309.378046,6,1,Yearling,F,down_valley,145,1736
1977,0,northpk,2425.829363,1,1,Yearling,M,up_valley,155,557
1974,0,northpk,4492.822693,1,4,Adult,M,up_valley,157,4073
1997,1,picnic,2070.626678,1,1,Yearling,F,up_valley,140,1638
1998,1,picnic_lower,3257.672582,3,2,Adult,F,up_valley,145,1638
1999,0,picnic_lower,3090.663421,5,3,Adult,F,up_valley,130,1638
1979,1,grasshopperledge,2577.044685,2,1,Yearling,F,SATELLITE,158,608
1980,0,grasshopperledge,2855.745264,1,2,Adult,F,SATELLITE,119,608
1997,1,picnic,1933.533998,1,1,Yearling,F,up_valley,140,1639
1998,1,picnic_lower,2903.432222,5,2,Adult,F,up_valley,145,1639
1999,1,picnic_lower,2663.315843,5,3,Adult,F,up_valley,130,1639
2000,1,picnic_lower,3783.016546,3,4,Adult,F,up_valley,134,1639
2001,1,picnic_lower,3010.408467,11,5,Adult,F,up_valley,115,1639
2002,1,picnic_lower,3005.143874,14,6,Adult,F,up_valley,142,1639
2003,1,picnic_lower,3196.212637,11,7,Adult,F,up_valley,128,1639
2004,1,picnic_lower,3162.091037,11,8,Adult,F,up_valley,146,1639
2005,1,picnic_lower,3478.172569,4,9,Adult,F,up_valley,132,1639
2006,0,picnic_lower,3162.10623,5,10,Adult,F,up_valley,121,1639
1997,1,river,2779.616867,2,1,Yearling,F,down_valley,140,1672
1998,1,river,3317.814819,4,2,Adult,F,down_valley,145,1672
1999,0,bench,3056.548257,4,3,Adult,F,down_valley,130,1672
1997,0,river,2413.705602,1,1,Yearling,F,down_valley,140,1673
1997,0,picnic,2769.816233,1,1,Yearling,M,up_valley,140,1627
1997,0,river,2677.659917,3,1,Yearling,F,down_valley,140,1674
1997,0,copperbend,3296.93624,2,2,Adult,F,SATELLITE,140,4280
1979,0,mm,3560.637298,1,1,Yearling,F,up_valley,158,631
1985,1,northpk,1792.343994,2,1,Yearling,F,up_valley,149,893
1986,0,northpk,NA,NA,2,Adult,F,up_valley,132,893
1998,0,gothictown,3502.237065,3,1,Yearling,F,down_valley,145,1722
1998,0,bench,3295.09761,4,1,Yearling,M,down_valley,145,1700
1974,0,northpk,NA,NA,1,Yearling,F,up_valley,157,428
1985,1,boulder,1793.987359,4,1,Yearling,F,up_valley,149,916
1986,0,boulder,NA,NA,2,Adult,F,up_valley,132,916
1998,0,bench,3962.826495,2,1,Yearling,M,down_valley,145,1701
1998,0,bench,3293.383604,2,1,Yearling,F,down_valley,145,1697
1998,0,river,4333.789388,5,1,Yearling,M,down_valley,145,1747
1979,0,beavertalus,2947.715171,1,2,Adult,F,SATELLITE,158,4143
1990,0,mm,3159.47877,4,1,Yearling,M,up_valley,142,1259
1998,0,gothictown,4006.916989,7,1,Yearling,F,down_valley,145,1730
1998,0,gothictown,NA,NA,1,Yearling,M,down_valley,145,1733
1990,0,mm,2850.891325,3,1,Yearling,F,up_valley,142,1255
1998,0,bench,3423.482351,4,1,Yearling,F,down_valley,145,1698
1985,0,beavertalus,1978.88384,3,1,Yearling,F,SATELLITE,149,892
1998,0,river,3773.813738,5,1,Yearling,M,down_valley,145,1748
1998,0,river,4116.217397,8,1,Yearling,M,down_valley,145,1703
1985,0,boulder,1923.791692,4,1,Yearling,F,up_valley,149,917
1997,1,rvbendwest,2637.056189,1,1,Yearling,F,SATELLITE,140,1632
1998,0,fallswest,3172.560062,1,2,Adult,F,SATELLITE,145,1632
1997,1,gothictown,2839.281146,2,1,Yearling,F,down_valley,140,1641
1998,1,gothictown,3688.677177,1,2,Adult,F,down_valley,145,1641
1999,1,gothictown,3476.634956,1,3,Adult,F,down_valley,130,1641
2000,0,gothictown,3704.76738,3,4,Adult,F,down_valley,134,1641
1997,0,gothictown,3408.558884,3,1,Yearling,M,down_valley,140,1631
1979,1,gothictown,4234.494903,1,2,Adult,M,down_valley,158,4144
1980,0,gothictown,4441.962205,1,3,Adult,M,down_valley,119,4144
1984,1,cliff,2297.259366,1,1,Yearling,F,up_valley,145,884
1985,1,cliff,2656.457602,1,2,Adult,F,up_valley,149,884
1986,1,cliff,2457.694465,1,3,Adult,F,up_valley,132,884
1987,1,cliff,2772.676812,3,4,Adult,F,up_valley,135,884
1988,1,cliff,2595.268387,1,5,Adult,F,up_valley,132,884
1989,1,cliff,3038.585774,2,6,Adult,F,up_valley,138,884
1990,0,cliff,2874.448167,2,7,Adult,F,up_valley,142,884
1997,0,gothictown,2671.459364,3,1,Yearling,F,down_valley,140,1657
1997,1,rvbendwest,2423.595453,1,1,Yearling,F,SATELLITE,140,1633
1998,0,fallswest,3481.474251,1,2,Adult,F,SATELLITE,145,1633
1999,0,bellview,3310.009459,1,2,Adult,F,SATELLITE,130,4294
1974,0,river,NA,NA,3,Adult,F,down_valley,157,388
1974,1,picnic_middle,2463.75128,3,1,Yearling,M,up_valley,157,439
1975,1,northpk,3371.503847,1,2,Adult,M,up_valley,135,439
1976,0,boulder,4501.067548,1,3,Adult,M,up_valley,116,439
1985,0,picnic_middle,2228.074448,1,1,Yearling,F,up_valley,149,889
1996,1,picnic_upper,2547.709537,2,1,Yearling,F,up_valley,152,1608
1997,1,picnic_upper,2961.576061,2,2,Adult,F,up_valley,140,1608
1998,1,picnic_upper,NA,NA,3,Adult,F,up_valley,145,1608
1999,1,picnic_upper,3296.087439,7,4,Adult,F,up_valley,130,1608
2000,1,picnic_upper,3112.562457,7,5,Adult,F,up_valley,134,1608
2001,1,picnic_upper,3280.759753,9,6,Adult,F,up_valley,115,1608
2002,0,picnic_upper,3401.508493,2,7,Adult,F,up_valley,142,1608
1996,1,picnic_upper,2816.786589,1,1,Yearling,M,up_valley,152,1609
1997,0,picnic_upper,3618.874412,1,2,Adult,M,up_valley,140,1609
1996,0,gothictown,4594.523034,3,1,Yearling,M,down_valley,152,1592
1996,1,picnic,3005.463746,2,1,Yearling,M,up_valley,152,1610
1997,1,picnic,3926.418193,1,2,Adult,M,up_valley,140,1610
1998,1,picnic_middle,4317.937742,2,3,Adult,M,up_valley,145,1610
1999,1,picnic_upper,4456.042186,1,4,Adult,M,up_valley,130,1610
2000,0,picnic_upper,4647.32262,1,5,Adult,M,up_valley,134,1610
1996,0,gothictown,3111.971979,1,1,Yearling,F,down_valley,152,1595
1989,0,pikacliff,4001.578338,1,2,Adult,M,SATELLITE,138,4228
1997,0,mm,2634.330257,2,1,Yearling,F,up_valley,140,1647
1997,0,gothictown,2969.832558,2,1,Yearling,F,down_valley,140,1659
1996,1,gothictown,3792.284214,1,2,Adult,M,down_valley,152,4277
1997,0,gothictown,4889.021352,1,3,Adult,M,down_valley,140,4277
1997,0,river,2237.430419,1,2,Adult,F,down_valley,140,4281
1995,0,stonefield,NA,NA,1,Yearling,F,up_valley,140,1574
1979,1,picnic_middle,3232.489994,2,2,Adult,M,up_valley,158,4145
1980,0,picnic_upper,4460.022659,2,3,Adult,M,up_valley,119,4145
1996,1,gothictown,3890.803952,2,1,Yearling,F,down_valley,152,1612
1997,0,gothictown,2648.268906,2,2,Adult,F,down_valley,140,1612
1995,0,stonefield,NA,NA,1,Yearling,M,up_valley,140,1576
1995,1,stonefield,NA,NA,1,Yearling,F,up_valley,140,1575
1996,1,stonefield,NA,NA,2,Adult,F,up_valley,152,1575
1997,1,stonefield,NA,NA,3,Adult,F,up_valley,140,1575
1998,1,stonefield,3430.79284,1,4,Adult,F,up_valley,145,1575
1999,1,stonefield,NA,NA,5,Adult,F,up_valley,130,1575
2000,1,stonefield,NA,NA,6,Adult,F,up_valley,134,1575
2001,0,stonefield,3753.604072,1,7,Adult,F,up_valley,115,1575
1996,0,river,NA,NA,1,Yearling,M,down_valley,152,1617
1995,0,stonefield,NA,NA,2,Adult,M,up_valley,140,4275
1996,0,gothictown,3047.623791,1,1,Yearling,F,down_valley,152,1613
1996,0,gothictown,NA,NA,2,Adult,M,down_valley,152,4278
1996,0,gothictown,4132.752879,2,1,Yearling,M,down_valley,152,1614
1996,0,gothictown,2537.220642,1,1,Yearling,F,down_valley,152,1600
1997,0,gothictown,2345.858915,5,1,Yearling,F,down_valley,140,1629
1997,0,bench,3646.802851,3,1,Yearling,M,down_valley,140,1621
1997,1,gothictown,2800.710043,4,1,Yearling,F,down_valley,140,1661
1998,1,gothictown,3554.348805,3,2,Adult,F,down_valley,145,1661
1999,0,gothictown,3629.838873,2,3,Adult,F,down_valley,130,1661
1989,0,pikacliff,4099.05799,2,2,Adult,M,SATELLITE,138,4229
1997,0,bench,3934.106486,2,1,Yearling,M,down_valley,140,1622
